PatternConfig Name,Benchmark,Profiler,MemCellType,Design Target,Capacity,Word Width (bits),Optimization Target,Total Reads,Total Writes,Execution Time (us),Read Latency (ns),Write Latency (ns),Read Energy (nJ),Write Energy (nJ),Leakage Power (mW),Total Area (mm^2),Total Read Latency (ms),Total Write Latency (ms),Total Latency (ms),Total Read Energy (mJ),Total Write Energy (mJ),Total Energy (mJ),Total Dynamic Read Power (mW),Total Dynamic Write Power (mW),Total Power (mW),Read Bandwidth Usage (%),Write Bandwidth Usage (%)
drio_spec2017,spec2017_fprate_alberta_both/blender/both,dynamorio,SRAM,RAM,128KB,128,WriteLatency,2367073777,1082079646,1403900703.0,0.6396285627613837,0.5021795556317775,60.53943430877662,60.2192456517276,34.39889996363463,1.3343655784994832,1514.04799793267,543.3982757864711,2057.446273719141,143.30130742671923,65.16202001720845,208.46332744392768,0.1020736773765396,0.0464149778385063,34.54738861884968,0.008267837796809,0.0221918158619181
drio_spec2017,spec2017_fprate_alberta_both/blender/both,dynamorio,SRAM,RAM,256KB,128,ReadDynamicEnergy,2367073777,1082079646,1403900703.0,3.19455328235021,3.1867952516962528,13.842702802809896,10.2800077919261,2.4344311077391603,0.3769622321799246,7561.743303880458,3448.366277829962,11010.10958171042,32.76669880733571,11.123787192364636,43.890485999700346,0.0233397552528582,0.0079234857341364,2.465694348726155,0.1431671482755371,0.208653928536304
drio_spec2017,spec2017_fprate_alberta_both/blender/both,dynamorio,SRAM,RAM,256KB,128,ReadEDP,2367073777,1082079646,1403900703.0,0.8841172122595209,0.8332709123905017,33.37083795542331,33.050649298374275,2.484196995882507,0.4804649126716491,2092.7706689338547,901.6654939016112,2994.436162835466,78.99123544079882,35.76343489285499,114.7546703336538,0.0562655430487371,0.0254743336308842,2.5659368725621285,0.0704862423769296,0.0381107507571405
drio_spec2017,spec2017_fprate_alberta_both/blender/both,dynamorio,SRAM,RAM,256KB,128,ReadLatency,2367073777,1082079646,1403900703.0,0.7164884199808335,0.6146553815686607,52.31371146103236,51.99352280398333,17.459504016261995,0.9839218337887092,1695.9809504607936,665.1060776998113,2361.087028160605,123.83041457695404,56.26113275002721,180.09154732698124,0.0882045391902293,0.0400748661424576,17.587783421594683,0.0159325786549275,0.0243206132711095
drio_spec2017,spec2017_fprate_alberta_both/blender/both,dynamorio,SRAM,RAM,256KB,128,WriteDynamicEnergy,2367073777,1082079646,1403900703.0,4.401680316408084,4.401680316408084,20.476041979101154,3.499329298702172,0.5663174065943135,0.3345776541897536,10419.102051706635,4762.968678584027,15182.070730290665,48.46830202548152,3.786553008777074,52.2548550342586,0.0345240243287217,0.0026971658328011,0.6035385967558363,0.6304545777279056,0.283650071992103
drio_spec2017,spec2017_fprate_alberta_both/blender/both,dynamorio,SRAM,RAM,256KB,128,WriteEDP,2367073777,1082079646,1403900703.0,4.401680316408084,4.401680316408084,20.476041979101154,3.499329298702172,0.5663174065943135,0.3345776541897536,10419.102051706635,4762.968678584027,15182.070730290665,48.46830202548152,3.786553008777074,52.2548550342586,0.0345240243287217,0.0026971658328011,0.6035385967558363,0.6304545777279056,0.283650071992103
drio_spec2017,spec2017_fprate_alberta_both/blender/both,dynamorio,SRAM,RAM,256KB,128,WriteLatency,2367073777,1082079646,1403900703.0,0.7164884199808335,0.6146553815686607,52.31371146103236,51.99352280398333,17.459504016261995,0.9839218337887092,1695.9809504607936,665.1060776998113,2361.087028160605,123.83041457695404,56.26113275002721,180.09154732698124,0.0882045391902293,0.0400748661424576,17.587783421594683,0.0159325786549275,0.0243206132711095
drio_spec2017,spec2017_fprate_alberta_both/blender/both,dynamorio,SRAM,RAM,512KB,128,ReadDynamicEnergy,2367073777,1082079646,1403900703.0,8.17404596477683,8.164132694074922,18.362119592907455,13.075382487113222,9.125340761162928,0.8346158828297415,19348.5698552159,8834.241815501617,28182.81167071752,43.46449177850917,14.148605252970077,57.61309703147924,0.0309598048392096,0.0100780669336056,9.166378632935745,0.1708912063344898,0.5863309140390066
drio_spec2017,spec2017_fprate_alberta_both/blender/both,dynamorio,SRAM,RAM,512KB,128,ReadEDP,2367073777,1082079646,1403900703.0,0.983619552386091,0.8877724360133705,47.256167461324125,46.93597880427509,4.969190657801122,0.9297815754126468,2328.300048997594,960.6404832899055,3288.9405322874995,111.858834799221,50.78846732919349,162.64730212841448,0.0796771698740441,0.0361766806018854,5.085044508277052,0.070486839840387,0.038148480206006
drio_spec2017,spec2017_fprate_alberta_both/blender/both,dynamorio,SRAM,RAM,512KB,128,ReadLatency,2367073777,1082079646,1403900703.0,0.9025510536565998,0.7604484289150338,63.17032403458881,62.85013537753977,17.80197415434676,1.4016379946011917,2136.404931514257,822.865766761636,2959.2706982758937,149.528817506868,68.0088522403803,217.5376697472483,0.1065095395901856,0.0484427795320936,17.95692647346904,0.0244029038415593,0.0319487083541411
drio_spec2017,spec2017_fprate_alberta_both/blender/both,dynamorio,SRAM,RAM,512KB,128,WriteDynamicEnergy,2367073777,1082079646,1403900703.0,10.126109155022617,10.126109155022617,40.60359590441169,4.605929095118963,1.120768151461985,0.6571525779570164,23969.24744389365,10957.25660982423,34926.50405371789,96.1117071172375,4.983982124747428,101.09568924198491,0.0684604736729998,0.0035500958964527,1.1927787210314376,0.8058064459585544,0.7189480711521624
drio_spec2017,spec2017_fprate_alberta_both/blender/both,dynamorio,SRAM,RAM,512KB,128,WriteEDP,2367073777,1082079646,1403900703.0,5.439576674199752,5.439576674199752,37.24823031572382,5.713828658682034,0.8652985099963907,0.6591510939596623,12875.879303479103,5886.055202007925,18761.93450548703,88.16930922000628,6.18281769229131,94.3521269122976,0.0628030949992382,0.0044040277770922,0.9325056327727212,1.2400545350769472,0.3594636309758471
drio_spec2017,spec2017_fprate_alberta_both/blender/both,dynamorio,SRAM,RAM,512KB,128,WriteLatency,2367073777,1082079646,1403900703.0,0.9025510536565998,0.7604484289150338,63.17032403458881,62.85013537753977,17.80197415434676,1.4016379946011917,2136.404931514257,822.865766761636,2959.2706982758937,149.528817506868,68.0088522403803,217.5376697472483,0.1065095395901856,0.0484427795320936,17.95692647346904,0.0244029038415593,0.0319487083541411
drio_spec2017,spec2017_fprate_alberta_both/blender/both,dynamorio,SRAM,RAM,1MB,128,ReadDynamicEnergy,2367073777,1082079646,1403900703.0,8.426170578879049,8.395370928066084,28.56602978551608,21.32960219177861,9.711690487160684,1.472242959422872,19945.367417793503,9084.46000188044,29029.827419673944,67.61790001829604,23.080328389000623,90.69822840729668,0.0481643038384432,0.0164401430526248,9.776294934051752,0.2269163230445909,0.6022498198653977
drio_spec2017,spec2017_fprate_alberta_both/blender/both,dynamorio,SRAM,RAM,1MB,128,ReadEDP,2367073777,1082079646,1403900703.0,1.1910418644834662,0.9867332385024736,69.27936847315362,68.95917981610458,9.936787983530028,1.9218596506865968,2819.283964728,1067.7239534151902,3887.00791814319,163.98937639992246,74.6193248838608,238.6087012837833,0.116809811441431,0.0531514263967576,10.106749221368217,0.0704862423769296,0.0381107507571405
drio_spec2017,spec2017_fprate_alberta_both/blender/both,dynamorio,SRAM,RAM,1MB,128,ReadLatency,2367073777,1082079646,1403900703.0,1.1910418644834662,0.9867332385024736,69.27936847315362,68.95917981610458,9.936787983530028,1.9218596506865968,2819.283964728,1067.7239534151902,3887.00791814319,163.98937639992246,74.6193248838608,238.6087012837833,0.116809811441431,0.0531514263967576,10.106749221368217,0.0704862423769296,0.0381107507571405
drio_spec2017,spec2017_fprate_alberta_both/blender/both,dynamorio,SRAM,RAM,1MB,128,WriteDynamicEnergy,2367073777,1082079646,1403900703.0,11.480676946321,11.480676946321,73.99464132794917,6.801926711564731,1.7068463030530134,1.299387464729794,27175.60934184488,12423.00684591539,39598.61618776026,175.15077512590892,7.360226448167908,182.51100157407683,0.1247600879119361,0.0052426973164411,1.8368490882813908,1.467505872422356,0.8186607938093009
